name,frequency,mean_age
JOANNA,1594,27.5
AINOHA,1593,14.3
LORENA MARIA,1592,27.6
MILENA,1591,24.9
AMERICA,1589,65.3
ZULEMA,1589,29.6
MAIA,1586,13
AQUILINA,1585,71.4
ARIANE,1584,15.1
CLEMENCIA,1582,66.1
DAFNE,1581,10.7
KARLA,1581,13
DEMETRIA,1580,72.3
LIBRADA,1580,65.8
ANA JESUS,1577,49.5
SAMANTA,1573,22.8
DALIA,1570,30
ALEJANDRA MARIA,1565,28.8
ADOLFINA,1558,65.4
LOURDES MARIA,1556,30.4
MELANI,1556,17.7
YASMINE,1556,10.3
ALESSANDRA,1553,26.3
MARIA ANDREA,1547,45.9
MARIA TRANSITO,1547,61.2
ROSA DELIA,1543,47.8
MARIA SILVIA,1541,44.7
ASTRID,1535,26.5
CARMEN GLORIA,1527,48.3
EVELIA,1519,67.2
SHEYLA,1519,17.1
ELBA,1518,25.4
INDIRA,1518,12
AMADORA,1516,67.9
MARIA CORAL,1512,46
SANDRA PATRICIA,1510,39.3
VIVIANA,1509,33.6
SANTA,1506,60.4
AURORA MARIA,1505,39.7
CEFERINA,1501,71.1
ALEJANDRINA,1499,65.1
MERYEM,1499,24.1
DIANA CAROLINA,1497,25.5
CELINA,1496,52.4
HILDA,1494,54.7
MARTA ISABEL,1494,38.2
ANGELICA MARIA,1493,32.1
SOUMIA,1488,28.2
EDITH,1487,37.6
FADMA,1483,54.2
PINO,1481,65.9
ANA PATRICIA,1479,33.5
MARIA DELIA,1478,56
MARIA ENRIQUETA,1478,58.1
ALMA MARIA,1477,31.4
DORINA,1477,44.8
MARIA CRISTO,1477,44.4
HIND,1476,22.3
MARIA SARA,1476,56.1
MARIA SOFIA,1474,44.6
VASILICA,1470,42.9
MARIA PATROCINIO,1465,64.9
ELEUTERIA,1463,72.7
CARMEN ROCIO,1461,29.4
TOURIA,1461,39.5
THALIA,1459,10.4
NATALIA MARIA,1458,28.6
SAMIA,1453,21.5
SARA ISABEL,1451,31.1
AISHA,1445,8.8
KRISTINA,1445,27.3
AMARA,1435,16.8
MARIA GORETTI,1434,40
TANIA MARIA,1433,28.3
ARIANNA,1428,13.9
HOURIA,1422,38.9
CHRISTINE,1419,54.8
RUTH MARIA,1417,35.7
GRACIA MARIA,1416,37.8
SYLVIA,1416,46.6
PILAR MARIA,1413,40.9
JOHANNA,1409,30
MARIA ALEXANDRA,1408,26.6
MARIA ARANTZAZU,1408,46.9
MARIA FLORA,1407,59.5
FATOUMATA,1406,20.8
NAOUAL,1405,29.3
LINDA,1394,43.4
MANAL,1392,11.6
HALYNA,1390,46.8
SALIMA,1389,25.3
RICARDA,1388,71.4
GRETA,1387,13.7
OLHA,1387,43.2
FLORINA,1384,35.6
LAYLA,1382,23.2
GUACIMARA,1380,30.4
MARIA CABEZA,1379,52.3
MARIA HORTENSIA,1379,59.3
MARIA LETICIA,1378,40.2
LARISA,1375,39.2
FABIANA,1373,48.6
ZAHIRA,1371,16.1
MARINELA,1370,36.6
GRISELDA,1367,45.9
MARCIANA,1367,71.6
ANA MERCEDES,1366,45.4
DAYANA,1363,14.4
MARIA ELOISA,1362,53
MARIA PRESENTACION,1362,65.9
MARIA PUERTO,1361,47.9
PENELOPE,1361,29.5
VALLE,1359,46.9
DENISE,1358,31.5
LUMINITA,1356,39.5
MALEN,1354,7.3
HERMELINDA,1348,64.9
ELSA MARIA,1346,40.2
HANNA,1338,33.9
CRUZ,1337,64
KATHERINE,1334,25
SOUKAINA,1333,18.9
ESTEL,1332,17
HELIODORA,1332,72.7
MARIA HELENA,1330,45
MARIA VEGA,1328,52.5
FELICITA,1327,68.1
SEILA,1326,28.1
ADRIANA MARIA,1325,31.7
MARIA JESUSA,1325,63.3
LINA MARIA,1321,36.2
LYUDMYLA,1319,47.5
SUSAN,1319,53.7
LIVIA,1315,38.1
LEANDRA,1312,64.2
RENATA,1305,35.2
GHIZLANE,1303,25
LLUISA,1302,62.7
LUA,1301,9.8
ANA LAURA,1297,30.6
MARIA IGNACIA,1297,62.2
ASMAA,1295,23.3
XIANA,1294,9.8
ANA ROCIO,1291,30.9
MARIA OLVIDO,1291,60.9
MARIA FLORENCIA,1290,42.7
MARTA ELENA,1289,43.5
SANAA,1288,27.5
BONIFACIA,1287,74.3
CORAIMA,1287,12.2
DULCENOMBRE,1287,60.9
ANA CAROLINA,1284,30.7
MARIA PUY,1283,56
YULIA,1279,30
AGATA,1276,25.4
ALBERTA,1276,67.1
LIUDMILA,1276,49.3
DOUNIA,1275,17.9
ADELA MARIA,1274,44
MARIA NAZARET,1274,28.7
ASSIA,1273,27
JUANA ANTONIA,1272,60.8
XIOMARA,1269,24.5
GARA,1268,14.4
MIREN JOSUNE,1266,46.1
IRANTZU,1262,28
EPIFANIA,1259,67.4
ANA DELIA,1258,45.7
BELLA,1258,48.3
ANA ESTHER,1255,41.2
IVETTE,1254,21.8
NELLY,1254,46.7
LAUREANA,1253,68.7
MARIA AMAYA,1249,50.2
IBTISSAM,1244,19.9
MARIA VIOLETA,1244,51.4
STEFANIA,1243,31
MARIA MONTAÑA,1240,43.4
CARMINA,1239,48.1
ERMITAS,1238,70.6
ISABEL CRISTINA,1235,39.8
MARIA MONICA,1235,41.8
CHIARA,1232,20.5
SILVINA,1229,65.4
HAFSA,1222,11.4
SOL,1219,16.3
SABAH,1218,29.9
IRAIDE,1216,18.3
CARMEN TERESA,1214,48.8
JOANA MARIA,1212,35.3
ENMA,1211,22.1
KIARA,1208,9.2
ALEGRIA,1207,47.7
MARIOARA,1206,47.8
REMEI,1202,61.9
CELEDONIA,1201,70.2
FADOUA,1200,27.2
JUANITA,1200,60.8
MARIA FLORENTINA,1200,58
JACOBA,1199,66.4
MIREN NEKANE,1199,49.7
NEMESIA,1197,72.4
MARIA CASTILLO,1193,50.3
LEONARDA,1191,66
ELIZABET,1190,29.8
MARIA ARGENTINA,1190,64.7
ASMA,1189,23.8
MARIA ELSA,1188,54.7
MARIA CAMILA,1187,20
MARIA ADELAIDA,1184,53.2
MARITZA,1182,44
MARY,1181,52.6
FLAVIA,1180,23.6
JUANA ROSA,1179,55.1
MARIA NATALIA,1177,40.6
FUENCISLA,1175,62.1
GIOVANNA,1175,31.4
ANA VANESSA,1174,33.4
CARMEN NIEVES,1174,49.8
LEONIDES,1171,73.4
MARGARET,1170,62
JORDINA,1169,26.6
ROSA CARMEN,1165,53.6
ITSASO,1162,21.6
AMOR,1161,57.9
LILIA,1159,42.1
NADIYA,1154,45.8
DOSINDA,1151,71.7
ANTOLINA,1149,70.4
PEREGRINA,1149,69.8
YULIYA,1148,32
DOINA,1147,45.1
BASMA,1145,7.3
HASNA,1144,27.5
EVARISTA,1143,72
MARIA HERMINIA,1143,57.1
MARIANELA,1140,42.2
FATMA,1138,46.9
MARIA IZASKUN,1137,53.4
STEPHANIE,1136,29
MARIA DESIREE,1128,34.5
NADINE,1128,22.7
NATHALIE,1127,33.5
CASANDRA,1125,22.1
KAWTAR,1123,9.2
REGLA,1122,59.8
NOUR,1121,6.3
ARES,1117,11.6
MARIA SEÑOR,1116,56.1
OUMAIMA,1116,13.4
ANGELES MARIA,1112,44.1
ANISOARA,1110,41.2
MARIA FUENCISLA,1108,58.2
HIPOLITA,1106,72.4
ELENE,1104,10.2
MARIEM,1103,23.8
MANAR,1098,7.8
MARIA ASSUMPCIO,1098,59.2
ELIDA,1095,62.5
FULGENCIA,1095,69.6
MARIA ESTIBALIZ,1092,45.6
MARIA JUNCAL,1091,52.9
ANIA,1090,14.5
CLARA EUGENIA,1086,43.6
LAURA ISABEL,1085,30
GIULIA,1083,17.5
PEPITA,1081,70.5
YADIRA,1081,18.8
AUXILIADORA,1080,47
LILIAN,1080,36.1
NIEVES MARIA,1080,43.9
FATIMA MARIA,1079,31.4
MARIA ELIZABETH,1078,39
ISABELA,1076,14.3
MARTHA LUCIA,1075,47.6
WIAM,1073,6.9
GEORGIANA,1072,27
HELEN,1071,35.6
SAFAE,1069,11.9
STELLA,1069,30.1
AGURTZANE,1068,42.6
MAGALI,1064,27.1
ARIADNE,1060,6.6
MARIA AGUILA,1059,49.7
COLOMA,1058,59.3
PRAXEDES,1058,69.1
MIREN KARMELE,1055,52.2
DORIS,1054,49.9
AHLAM,1053,16.2
JOAQUIMA,1051,73
MARIA ESTEFANIA,1051,34.6
GABINA,1049,71.2
YUMARA,1049,11
LAUDELINA,1046,71.3
LUDIVINA,1046,68.1
MILAGRO,1046,64.6
DALILA,1045,31.9
ESTRELLA MARIA,1045,35.9
CRISTINA ISABEL,1044,33.2
JUNCAL,1044,27.6
MARIA ADELINA,1044,55.6
CINTHIA,1043,20.4
HIGINIA,1042,71.8
JESSICA MARIA,1041,26.8
EDITA,1039,57.2
DULCE NOMBRE,1034,56.6
VIRGINIA MARIA,1028,35.6
MONTSE,1026,45.2
VANESA MARIA,1026,32.2
ANA SOFIA,1025,26.5
NURIA ESTHER,1023,39.1
YVONNE,1022,44.9
SALIHA,1020,34.9
JANIRA,1018,16.1
CARMEN ISABEL,1017,46.3
MELODY,1017,18.4
MARIA NELIDA,1015,56.9
MARIA REGINA,1015,55.1
EVELIN,1013,24.8
ESCOLASTICA,1011,71.4
YESENIA,1011,21.7
FATOU,1009,29.4
NAZIHA,1009,39.5
MARIA BERTA,1004,58.2
FELICISIMA,1002,73.1
LYUBOV,1000,49.9
MARIAMA,1000,23
ARMINDA,996,49.4
MARIA AURELIA,996,56
MAYTE,995,27.1
PROVIDENCIA,994,66.7
QUITERIA,994,66.4
INNA,991,37.6
HELGA,985,48.4
LAURENTINA,983,73.1
PAQUITA,982,66
LEA,975,16.7
NAZARETH,975,19.9
TRANSITO,974,67.6
VICENTA MARIA,974,54.3
LARA MARIA,973,26.9
OXANA,973,37.1
ALICE,972,30.5
JOSEFA ANTONIA,972,63.2
LENA,972,14.8
EMILY,971,12
ALLA,970,43.4
AMINATA,968,22
FANNY,968,41.5
ALEXANDRA MARIA,966,21.6
HONORINA,964,72.4
MABEL,964,34.9
MARIA ANTONIETA,964,53
TALIA,964,19.1
AURA,963,21.9
MARIA BENITA,961,59.1
CARMEN ELENA,960,42
JOHANA,960,20.5
DIANA MARCELA,959,28.5
DOLORES CARMEN,958,55.1
GUIOMAR,958,27.5
LLANOS,958,55.7
BRIGITTE,957,52
CLARISA,957,61.4
MIMOUNT,957,52.9
VICTORIA MARIA,957,33.7
GLORIA ESTHER,954,45.5
AINHIZE,952,10.7
EMILIA MARIA,952,45.3
LUZ ADRIANA,952,37.3
MAURA,950,58.6
VIKTORIYA,950,31.4
JAQUELINE,948,30
VERONICA MARIA,948,32.9
AGAPITA,946,75.1
JUANA TERESA,946,57.5
AINHARA,945,7.8
ANA GLORIA,945,45.4
MARIA DELFINA,940,59.4
VANESSA MARIA,938,32.4
ANA JULIA,937,42.3
CARMEN LUISA,937,50.4
CATHAYSA,936,22.9
MARIA ISOLINA,936,61.5
LOIDA,933,30.7
NAHIKARI,932,17.4
OMAIMA,932,9.9
RKIA,932,45.8
LUCIA CARMEN,931,29.9
MELANY,930,12.7
AIDA MARIA,929,33.4
ANA JOSE,928,42.7
GALYNA,928,48
CONCHA,927,60.2
TERESITA,926,59.1
ANA ELENA,925,38.2
CAMINO,924,32.8
VALENTYNA,924,51.3
ROSALBA,923,50
MARIA RAFAELA,919,55.5
MARIA REGLA,918,49.4
ESTELA MARIA,917,30
HERMENEGILDA,916,70.6
MIREN ITZIAR,915,51.8
KARMELE,914,47.8
DIANA PATRICIA,912,36.4
MOUNIA,912,29.5
NAWAL,911,23.2
ADELIA,910,64.8
ANA MARGARITA,909,45.9
FLOAREA,908,50.5
CAROLINE,907,33.1
LEONCIA,907,72.9
CHANTAL,906,32.1
ECATERINA,903,43.9
NICULINA,901,47.3
ANE MIREN,900,39.8
HUMILDAD,900,69.4
ELISABETA,896,44.6
KARIN,896,54
NOOR,895,8.3
ROSA ELVIRA,894,50.1
URBANA,894,71.9
ZENAIDA,894,40.3
CARMEN BELEN,892,34.7
LIBE,892,18.4
SHAILA,891,15.9
RIM,890,7.5
SOPHIE,889,20.4
CONSOL,888,64.3
CAROLA,887,30.5
JENNY,887,35.8
ISABEL CARMEN,886,46.2
ROCIO CARMEN,885,29.9
TELMA,884,11.9
SANA,883,22.8
IXONE,882,18.8
MARIA NOEMI,882,41.1
NEZHA,882,36.2
OLGA LUCIA,882,43.6
BELEN MARIA,879,29.8
ROMANA,879,67.8
MARIA PEÑA,877,50.9
AROHA,876,14.1
ILDEFONSA,874,69.2
LOREDANA,874,31.4
VERONIKA,874,27.9
SEVERIANA,871,72.1
WENDY,871,33.3
YAMNA,869,46.5
MARIA FILOMENA,868,58
MARIA LIDON,868,48.8
ZIORTZA,865,28.3
ZOILA,865,55
SETEFILLA,860,51.2
ALEKSANDRA,859,24.7
JOSEFA CARMEN,859,58.6
SALOUA,856,28
JUANA ANA,852,65
CLEMENTA,851,69
ELVA,851,48.2
GUILLERMA,851,69.1
MERCEDES MARIA,851,43.9
MAGDA,850,48.1
INAS,849,5.3
CONCEPCION MARIA,848,50.1
GENARA,848,71.3
INDARA,848,7.5
JEZABEL,848,28.8
KATERYNA,846,34.3
MARIA OFELIA,846,58.8
REBECCA,846,23.5
MARIA ASSUMPTA,844,55.7
CONCHITA,842,64.8
ROSINA,842,65.3
ELENA ISABEL,841,37.1
JULENE,841,18
ATIKA,840,34.6
MAREN,840,8.6
SOUMAYA,840,26.1
AIXA,839,19.5
ZAKIA,839,31.9
ANSELMA,833,71.8
VENANCIA,833,73.2
HASNAE,832,25.7
ROCIO PILAR,832,36.3
JUANA ISABEL,830,50
CARMEN LUCIA,829,33
ANTONELLA,828,20.3
DUNA,828,9.8
ROBERTA,827,39.4
TEODOSIA,827,73.1
CORA,826,18.5
SAFIA,825,36
NOAH,824,6.5
YAMILA,824,27.3
ANA CECILIA,821,40.9
MARIA GREGORIA,821,59.5
MELINA,820,23.8
IVONNE,819,32.6
CONSTANCIA,818,71.7
SHEILA MARIA,818,22.1
ATENEA,814,11.7
LLUNA,813,9.6
ROSA PILAR,813,51.9
BRAULIA,808,71
CAROL,808,36.1
DULCE,808,48.2
ZARA,808,19.6
ELODIA,806,64.8
ELEONORA,805,36.8
LISA,805,25.5
DANAE,804,16.5
ALIA,803,26.4
MARIA RESURRECCION,801,61
SAFAA,799,10.3
FRANCINA,795,35.3
SECUNDINA,795,73.9
STELA,795,38.9
ALTAGRACIA,794,48.8
CHAYMAE,794,13.3
NIDIA,794,32.9
YAIZA MARIA,794,25
NATACHA,792,25.5
UDANE,792,8.8
JUANA DOLORES,790,56.7
MIMOUNA,790,45.7
NATASHA,789,17
HARIDIAN,788,18.6
ZAINAB,788,14.7
ANA GABRIELA,787,25.9
GADEA,787,9.5
LUANA,787,15.3
LETICIA MARIA,786,31.2
SOPHIA,786,10.8
YANET,786,30.3
ANAHI,785,17.9
GLORIA PATRICIA,785,43.1
MARIA CANDIDA,784,58.4
NAILA,784,14
DACIL,783,29
FATIMA EZZAHRA,782,18.5
ARSENIA,781,71.3
ASHLEY,781,7.3
ASIA,781,19.4
LUZ ELENA,780,46
MARIE,779,44.1
ANAMARIA,778,28
EFIGENIA,778,68.9
YENIFER,778,23.5
AURICA,777,47.9
CHAIMAA,777,13
EMMA MARIA,776,34.7
ANA FRANCISCA,774,48.2
MELCHORA,774,69.6
MARIA OTILIA,772,61.9
ALAIA,770,8.7
EUSTAQUIA,770,73.1
DULCE NOMBRE MARIA,769,45.1
MARIA DANIELA,768,29.8
IGONE,766,36.1
LINA MARCELA,765,27
MARIA AVELINA,765,59.2
VALERIE,765,46.5
MARIA GRACIELA,764,47
CAROLINA MARIA,763,32.3
HADDA,763,45.7
KHADDOUJ,760,51.2
MARIA EVANGELINA,760,59.6
LUZ DARY,758,49.1
LARRAITZ,756,28.1
XIMENA,756,21.3
FLOR,755,50.1
MIOARA,754,41.8
OUAFAE,754,29.4
VILMA,754,42.2
MARIA SACRAMENTO,752,57.6
FRANCISCA ISABEL,751,50.6
AIORA,750,13.4
LUZ STELLA,750,48
MARIA ILUMINADA,749,54.2
MARIA ELIA,748,53.6
ALBA LUCIA,747,34.7
MAIRA,746,26.6
EUNICE,745,34.9
MAYRA ALEJANDRA,745,25.2
NADA,745,13.8
SOFIA MARIA,745,20.5
TAMAR,745,29.9
MONICA PATRICIA,744,40.3
MOUNA,743,27.9
FEDERICA,742,41.5
EUFRASIA,741,70.9
IRACHE,741,25.2
MIGUELINA,741,52.6
JOY,740,34.9
MARIA CONCEPCIO,740,61.5
MARIA VALENTINA,739,38.3
NAJIA,739,38.8
BAHIJA,738,36.4
CHAIMA,738,10.6
GERMANA,738,73.1
HANAE,737,17.3
BEATRIZ ELENA,736,42.4
LEONOR MARIA,736,42.9
ALBA ROCIO,735,20.8
MARIA TISCAR,734,51
ROSA BLANCA,734,53.1
MARIA FELIX,733,49.7
MYRIAN,733,33.4
MARIA GADOR,731,50.4
SIMONE,731,40.7
IMELDA,730,56.9
CARMEN ROSARIO,728,48.9
GALLA,728,9.2
ROSARIO CARMEN,728,49.5
JULIE,725,39.9
LEONISA,725,74.7
AGNIESZKA,724,35.4
MARIANA JESUS,724,50.2
LIUBOV,723,48.4
EVELINA,722,34.9
MARCIA,722,40
ANN,721,64.1
MARIA ITZIAR,718,52.1
DOUAA,716,6.6
MARIA CLAUDIA,716,41.3
YANIRE,716,15.8
KIRA,714,13.3
SHIRLEY,713,43.3
DELIA MARIA,712,37.4
LAIDA,711,16.9
BARBARA MARIA,710,36.2
VIVIAN,710,35.2
AHINOA,709,14.4
ANA ROSARIO,709,44.7
FAIZA,708,29.2
NORAH,708,13.6
ANA ALICIA,707,32.6
BERTA MARIA,707,43.5
MARIA ENCINA,705,49.9
MARIA GERTRUDIS,705,54.6
MILOUDA,705,41.8
ASSUMPCIO,703,65.1
KENIA,703,22.5
NASSIRA,703,30.9
CONSTANTA,700,48.1
GLORIA INES,700,49.9
JADE,700,9.5
FIONA,699,17.4
MARIIA,699,34.4
MADALINA,698,26.7
MARIA DIVINA,698,62.9
NIHAD,694,11.7
ZOULIKHA,694,42.7
BELARMINA,693,74.1
LARYSA,692,47.8
MARIA GENOVEVA,692,53.9
ISIS,691,19
JASMINA,690,23.9
TETIANA,690,37.6
ANNE MARIE,688,55.6
MAROUA,688,8.7
SELMA,687,19.6
AIALA,686,10.2
MANUELA MARIA,686,50
ANCA,684,32.5
IONE,682,23.6
ANA RAQUEL,681,36.7
CHRISTINA,681,38.6
RAJAE,680,27.2
ILENIA,677,17
MARIA TERESA JESUS,676,58.7
HERMOSINDA,675,71.6
SALADINA,674,68.8
JUANA JOSEFA,673,60.8
MARIA OBDULIA,673,59.3
MARYNA,672,34.9
MARIA AMERICA,671,63.8
ELENA CRISTINA,667,31.8
GLORIA ISABEL,667,45.8
IARA,667,10.7
LILIYA,667,39.1
MARIA ROSALIA,667,57.6
ANA LUZ,666,42.3
BALTASARA,664,72.4
GERALDINE,664,28.4
WISSAL,663,8.6
FRANCISCA ROSA,662,54
RADIA,662,38.4
VIRGILIA,662,71.8
MAJDA,661,25
ANUNCIA,660,73.3
ANICETA,659,71.6
DESIDERIA,659,68.4
TERESA CARMEN,659,50.4
MARIA DIGNA,657,62.2
OROSIA,657,72
OMAIRA,656,31.7
CIRILA,655,72
DOUAE,654,6.8
MARIA CELINA,654,58.2
VINYET,654,12
ANISSA,653,32.7
ELVIRA MARIA,653,42.7
MARIA MONTE,653,46.8
DANIA,652,20.7
MARIA CORTES,652,40.8
ZULEIMA,652,16.2
JOSEFA DOLORES,651,58.5
DANIELA MARIA,650,19.1
IVANKA,650,43.7
MARIA REBECA,650,36.8
YING,650,31.1
JING,649,29.3
NADEZDA,649,45.9
SERENA,648,24.7
ALBERTINA,647,63
HERMINDA,647,70.9
SABINE,647,46.5
VENTURA,647,68.5
MARIA BELLA,646,49.5
MARIA FABIOLA,646,46.7
GISELLE,645,16.3
LAURA CRISTINA,645,29.7
MARIA HUERTAS,645,52.5
IRAIDA,644,27
IRANZU,644,22.3
NISRINE,644,17.9
REBECA MARIA,644,25.4
MARIA PIA,643,43.5
NATALIIA,643,36.1
ANALIA,642,25.4
EMERENCIANA,642,72.1
NISRIN,642,10.5
NAYELI,640,7.4
INDIA,639,4.8
VANIA,639,20.4
ROSANNA,638,37.7
AMY,635,16
STELLA MARIS,635,51.2
ANA MARTA,634,41.2
OLEKSANDRA,634,37.6
YANA,634,25.9
JEAN,633,67.8
KATARZYNA,633,33.6
MANOLI,632,53.2
MARIANNE,632,53.1
NATALYA,631,40.8
AGUEDA MARIA,630,38.2
MARIA CRUCES,629,49
ANA MILENA,628,38.8
PERFECTA,628,73.5
ANASTASIYA,626,22.4
BETTY,626,49.4
MARIA IDOYA,626,47.6
MARIA JOSEP,626,48.9
PALOMA MARIA,626,34.2
PAULA CRISTINA,626,33
SHARON,625,30.3
MIREN ITXASO,624,41
KATERINA,623,24.9
MARIA MICAELA,623,49.6
ROSENDA,622,67.8
BADIA,620,37.7
MARIETA,620,30.6
MARIA TAMARA,619,33.1
MARIA ALTAGRACIA,618,44.9
SULAMITA,616,15
ZOUBIDA,615,43.2
ALENA,614,31.2
ELAINE,614,44.1
LIDE,614,18.5
PETRA MARIA,614,54.3
ALISON,613,22.9
NELA,613,33.1
AMALIA MARIA,612,39.2
ARIANNE,612,15
MARIA TOMASA,612,61.9
SHAKIRA,612,11.2
ANA CELIA,611,43.4
LLUCIA,611,30.8
ROSMERY,611,36.8
IVANNA,610,27.1
MIRARI,610,29.9
PERPETUA,610,74.3
CRISTINA ELENA,609,32.4
HAWA,609,19.2
SHEREZADE,609,19.1
CAPILLA,608,63
HANNAH,608,14.2
KAROLINA,607,21.3
YAN,607,31.6
ELIXABETE,606,37.9
IOLANDA,606,39.3
ALESSIA,605,18.3
BALDOMERA,605,72.8
HELENE,605,33.3
JOSEFA ISABEL,605,56
MALGORZATA,605,41
CARMEN JULIA,604,46.3
INOCENTA,604,72.4
MARIA CONCEIÇAO,604,52.4
AGATHA,603,13.4
ANA BELLA,603,42
AVRIL,603,8.7
NAHIARA,603,9
OVIDIA,603,70.5
IZAR,602,10.2
NATALIE,602,25
TANYA,602,29.4
CARMEN VICTORIA,601,42.6
MARIA RUTH,601,42.7
NAIALA,600,5.9
JUANA FRANCISCA,599,57.9
SANDRA ELIZABETH,599,40.8
IZARBE,598,8.4
QUINTINA,598,67.2
MARIA LINA,597,53.7
KELLY,596,23.4
LAMIA,596,22.7
FIDELINA,595,63.5
MARGARETA,595,49.1
OMAYMA,594,9.5
FRANCISCA PAULA,593,59.1
JOSEFA PILAR,592,59.7
SANDRA ISABEL,590,35.5
CECILIA MARIA,589,37.8
GANNA,589,43.7
PAULINE,589,57.6
IULIA,587,32
LUCICA,587,43.9
AHINARA,586,8.3
MAHJOUBA,586,45.4
ARGELIA,585,68.3
MARY LUZ,585,43.1
ANETA,584,40.9
IONICA,584,40.1
MARIA ANGELINA,584,57.9
LEONILA,582,72.3
POLINA,582,22.2
ROSA NIEVES,582,51.6
KEILA,581,18
NICASIA,581,73.4
ILONA,580,34.8
MIREN AGURTZANE,580,51.1
NAJOUA,580,24.9
AYLA,579,9.9
MARIA JACINTA,579,56.3
RAISA,579,36.5
CHARLOTTE,578,27.3
MARION,577,50.4
SEFORA,577,19.3
SILVERIA,575,65.5
CONXITA,574,66.1
NATHALIA,574,18.2
NIRA,573,12.3
ROSALINDA,571,45.3
ARAITZ,570,14.3
DOHA,570,7.7
MARIA AGUEDA,570,53.5
MARTIRIO,570,66.9
YAZMINA,570,27
MAUREEN,568,63
GORETTI,567,29.3
MARIÑA,567,14
AWA,566,23.7
CAROL ANN,566,63.5
ISONA,566,5.1
LEONTINA,566,66
MARGOT,566,37.7
EUGENIA MARIA,565,42.7
MAURICIA,565,70.9
SUSANNE,565,48.3
ANA EVA,562,40.1
ASSUMPTA,562,53.8
FATIMA ZAHRAE,562,19.3
DENISA,561,19.4
EMPAR,561,41.7
KIMBERLY,561,14.4
LILI,561,33.6
MARIA AIDA,561,55.8
ESPERANZA MARIA,560,38.7
YOHANA,560,23.2
ADINA,559,32.4
ELIANE,559,39.9
LAURA CARMEN,559,28
SOUHAILA,558,18.3
BEATRICE,557,34.4
MARLENY,557,45.8
AISSATOU,556,25.6
ANDREA CAROLINA,556,23.6
LURDES,556,45.6
DEVA,555,8.3
ELDA,555,49.1
RABAB,554,14.9
BEGOÑA MARIA,552,40.7
INGE,552,36.3
JANE,552,49.6
JANNAT,552,3.4
ROSA BELEN,552,38.2
EDNA,551,32.1
MARIA CELESTINA,551,55
CRISANTA,550,67.7
MARIA LURDES,550,51.5
PATRICIA ANN,550,67.6
CRISTINA CARMEN,548,31
JANETH,548,36.7
NELIA,548,38.9
VALERICA,548,45.1
JAZMIN,547,19.7
MARILYN,547,44.6
NORBERTA,547,69.5
RABHA,547,42.5
ISABEL DOLORES,546,50.1
JOSEPHINE,546,49.2
MARIA ANGEL,546,48.9
AMAGOIA,545,34.9
MARIA FELIPA,545,58.6
ELENA CARMEN,544,36
LIERNI,544,24.6
FINA,542,52.9
MARIA CLEOFE,542,64.3
MARIA LILIANA,542,41
MATEA,542,72.5
ANTONIA ISABEL,541,50.3
ITAHISA,541,21.3
AMBROSIA,540,71.8
EVA CRISTINA,540,36.6
LACRAMIOARA,539,37.1
MARIA ISIDORA,538,56.3
RHIMOU,538,49.6
ANA ANTONIA,537,54.7
TAMARA MARIA,537,28.4
YOSRA,537,10.6
LUDMILA,536,38.5
ROSARIO PILAR,536,51.5
EVA ISABEL,535,38.2
MAIKA,535,17.4
AMELIA MARIA,534,43
FADILA,534,43
GRANADA,534,55.3
MARIA CARLOTA,534,46.5
MARILENA,534,40.6
DEVORA,533,28.3
DESEADA,532,34.7
MIREN ARANTZAZU,532,52
MARIA AMADA,531,59.6
MARIA JUSTA,531,60.4
MONTEMAYOR,531,52.3
PATRICIA ISABEL,531,33.5
CARLOTA MARIA,530,25.4
CRISTINA VICTORIA,529,38
ALINE,528,29.4
ANTONIA JESUS,528,48.1
MIREN GARBIÑE,528,54.1
MARILUZ,527,43
ALCIRA,526,59.6
PETRONELA,526,33.8
AINA MARIA,525,28.8
MBARKA,525,45.3
JEMAA,524,44.6
EVA GLORIA,522,35.4
MARINA CARMEN,522,35.7
PORFIRIA,522,70.5
RIANSARES,521,55.3
SAKINA,521,33.4
MARIA AUREA,520,62
MIREN BEGOÑA,520,51.1
SILVIA PATRICIA,520,32.3
MARIA CELSA,519,64.1
MELINDA,519,22.6
ERIKA MARIA,518,24.8
LIBIA,518,53.3
MARIA PASTORA,518,56.1
IRENA,517,40.2
LIANA,517,33.8
KENZA,516,29.7
JUANA CARMEN,514,56.8
PRECIOSA,513,72.6
INGA,512,35.9
ROSA AMELIA,512,51.6
WILMA,512,43
KHAOULA,511,16.4
ZAYRA,511,10.4
ANA ELISA,510,39.6
GABRIELLA,510,27.6
MARICICA,510,43.2
VENERANDA,510,72.3
SIXTA,509,69.2
MARIA OLIVIA,508,47.8
AYELEN,507,10.5
NARA,507,10.5
CORONADA,506,53.9
DEYANIRA,506,29.2
HAYDEE,506,37.2
ISRAA,506,4.1
PARASCHIVA,506,49.4
JEANETTE,505,34.2
SALWA,504,15.9
ZHOR,504,38.2
ADARA,502,9.7
ALAE,502,4.8
ELIA MARIA,502,37.9
MARIA ALEGRIA,502,54.3
MONTAÑA,502,43.8
ISRAE,500,4.1
JOAN,500,66.6
LUZ MARY,500,49.3
MARIA CLOTILDE,500,58
MARIA PALMIRA,500,61.1
ROSARIO FATIMA,500,50.4
TABITA,500,18.8
ANA RITA,499,38
IBONE,499,24.2
TINA,499,34.6
JOSEFA LUISA,498,63.4
LAMIAE,498,24.2
